disease, disease_url, summary
Itching,https://medlineplus.gov/itching.html,Itching is skin tingling or irritation that makes you want to scratch the itchy area. It's a symptom of many health conditions. Common causes are
Anal Disorders,https://medlineplus.gov/analdisorders.html,The anus is the opening of the rectum through which stool passes out of your body. Problems with the anus are common. They include hemorrhoids; abscesses; fissures (cracks); and cancer.
Gout,https://medlineplus.gov/gout.html,Gout is a common; painful form of arthritis. It causes swollen; red; hot and stiff joints.
Psoriasis,https://medlineplus.gov/psoriasis.html,Psoriasis is a skin disease that causes itchy or sore patches of thick; red skin with silvery scales. You usually get the patches on your elbows; knees; scalp; back; face; palms and feet; but they can show up on other parts of your body.  Some people who have psoriasis also get a form of arthritis called psoriatic arthritis.
Psoriatic Arthritis,https://medlineplus.gov/psoriaticarthritis.html,Psoriasis is a skin disease that causes itchy or sore patches of thick; red skin with silvery scales. You usually get them on your elbows; knees; scalp; back; face; palms and feet; but they can show up on other parts of your body.
Mental Disorders,https://medlineplus.gov/mentaldisorders.html,Mental disorders include a wide range of problems; including
Stress,https://medlineplus.gov/stress.html,Everyone feels stressed from time to time. Not all stress is bad. All animals have a stress response; and it can be life-saving. But chronic stress can cause both physical and mental harm.
Psychotic Disorders,https://medlineplus.gov/psychoticdisorders.html,Psychotic disorders are severe mental disorders that cause abnormal thinking and perceptions. People with psychoses lose touch with reality. Two of the main symptoms are delusions and hallucinations. Delusions are false beliefs; such as thinking that someone is plotting against you or that the TV is sending you secret messages. Hallucinations are false perceptions; such as hearing; seeing; or feeling something that is not there.
Eyelid Disorders,https://medlineplus.gov/eyeliddisorders.html,Your eyelids help protect your eyes. When you blink; your eyelids spread moisture over your eyes. Blinking also helps move dirt or other particles off the surface of the eye.  You close your eyelids when you see something coming toward your eyes.  This can help protect against injuries.
Post-Traumatic Stress Disorder,https://medlineplus.gov/posttraumaticstressdisorder.html,Post-traumatic stress disorder (PTSD) is a real illness. You can get PTSD after living through or seeing a traumatic event; such as war; a hurricane; sexual assault; physical abuse; or a bad accident. PTSD makes you feel stressed and afraid after the danger is over. It affects your life and the people around you.
Puberty,https://medlineplus.gov/puberty.html,Puberty is the time in life when a boy or girl becomes sexually mature. It is a process that usually happens between ages 10 and 14 for girls and ages 12 and 16 for boys.  It causes physical changes; and affects boys and girls differently.
Pulmonary Embolism,https://medlineplus.gov/pulmonaryembolism.html,A pulmonary embolism is a sudden blockage in a lung artery.  The cause is usually a blood clot in the leg called a deep vein thrombosis that breaks loose and travels through the bloodstream to the lung. Pulmonary embolism is a serious condition that can cause
Emphysema,https://medlineplus.gov/emphysema.html,Emphysema is a type of COPD involving damage to the air sacs (alveoli) in the lungs. As a result; your body does not get the oxygen it needs. Emphysema makes it hard to catch your breath. You may also have a chronic cough and have trouble breathing during exercise.
Pulmonary Fibrosis,https://medlineplus.gov/pulmonaryfibrosis.html,Pulmonary fibrosis is a condition in which the tissue deep in your lungs becomes scarred over time.  This tissue gets thick and stiff.  That makes it hard for you to catch your breath; and your blood may not get enough oxygen.
Pulmonary Hypertension,https://medlineplus.gov/pulmonaryhypertension.html,Pulmonary hypertension (PH) is high blood pressure in the arteries to your lungs. It is a serious condition. If you have it; the blood vessels that carry blood from your heart to your lungs become hard and narrow. Your heart has to work harder to pump the blood through. Over time; your heart weakens and cannot do its job and you can develop heart failure.
Pulmonary Rehabilitation,https://medlineplus.gov/pulmonaryrehabilitation.html,Pulmonary rehabilitation (rehab) is a medically supervised program to help people who have chronic breathing problems; including
Vital Signs,https://medlineplus.gov/vitalsigns.html,Your vital signs show how well your body is functioning. They are usually measured at doctor's offices; often as part of a health checkup; or during an emergency room visit. They include
Connective Tissue Disorders,https://medlineplus.gov/connectivetissuedisorders.html,Your connective tissue supports many different parts of your body; such as your skin; eyes; and heart. It is like a "cellular glue" that gives your body parts their shape and helps keep them strong. It also helps some of your tissues do their work. It is made of many kinds of proteins. Cartilage and fat are types of connective tissue.
Urinary Tract Infections,https://medlineplus.gov/urinarytractinfections.html,The urinary system is the body's drainage system for removing wastes and extra water. It includes two kidneys; two ureters; a bladder; and a urethra. Urinary tract infections (UTIs) are the second most common type of infection in the body.
Fever,https://medlineplus.gov/fever.html,A fever is a body temperature that is higher than normal. A normal temperature can vary from person to person; but it is usually around 98.6 F. A fever is not a disease. It is usually a sign that your body is trying to fight an illness or infection.
Bacterial Infections,https://medlineplus.gov/bacterialinfections.html,Bacteria are living things that have only one cell.  Under a microscope; they look like balls; rods; or spirals. They are so small that a line of 1;000 could fit across a pencil eraser. Most bacteria won't hurt you - less than 1 percent of the different types make people sick. Many are helpful. Some bacteria help to digest food; destroy disease-causing cells; and give the body needed vitamins. Bacteria are also used in making healthy foods like yogurt and cheese.
Health Fraud,https://medlineplus.gov/healthfraud.html,Health fraud involves selling drugs; devices; foods; or cosmetics that have not been proven effective. Keep in mind - if it sounds too good to be true; it's probably a scam. At best; these scams don't work. At worst; they're dangerous. They also waste money; and they might keep you from getting the treatment you really need.
Paralysis,https://medlineplus.gov/paralysis.html,Paralysis is the loss of muscle function in part of your body. It happens when something goes wrong with the way messages pass between your brain and muscles. Paralysis can be complete or partial. It can occur on one or both sides of your body. It can also occur in just one area; or it can be widespread. Paralysis of the lower half of your body; including both legs; is called paraplegia. Paralysis of the arms and legs is quadriplegia.
Quitting Smoking,https://medlineplus.gov/quittingsmoking.html,Tobacco use is the most common preventable cause of death. About half of the people who don't quit smoking will die of smoking-related problems. Quitting smoking is important for your health.
Rabies,https://medlineplus.gov/rabies.html,Rabies is a deadly animal disease caused by a virus. It can happen in wild animals; including raccoons; skunks; bats and foxes; or in dogs; cats or farm animals. People get it from the bite of an infected animal.
Radiation Emergencies,https://medlineplus.gov/radiationemergencies.html,Radiation is a type of energy. People are exposed to small amounts of radiation every day from sources such as sunlight. A radiation emergency would involve larger amounts of radiation and could be caused by
Radiation Exposure,https://medlineplus.gov/radiationexposure.html,Radiation is energy that travels in the form of waves or high-speed particles. It occurs naturally in sunlight. Man-made radiation is used in X-rays; nuclear weapons; nuclear power plants and cancer treatment.
Radiation Therapy,https://medlineplus.gov/radiationtherapy.html,Radiation therapy is a cancer treatment. It uses high doses of radiation to kill cancer cells and stop them from spreading. About half of all cancer patients receive it. The radiation may be external; from special machines; or internal; from radioactive substances that a doctor places inside your body. The type of radiation therapy you receive depends on many factors; including
X-Rays,https://medlineplus.gov/xrays.html,X-rays are a type of radiation called electromagnetic waves. X-ray imaging creates pictures of the inside of your body. The images show the parts of your body in different shades of black and white. This is because different tissues absorb different amounts of radiation. Calcium in bones absorbs x-rays the most; so bones look white. Fat and other soft tissues absorb less; and look gray. Air absorbs the least; so lungs look black.
Nuclear Scans,https://medlineplus.gov/nuclearscans.html,Nuclear scans use radioactive substances to see structures and functions inside your body. They use a special camera that detects radioactivity.
Radiation Therapy,https://medlineplus.gov/radiationtherapy.html,Radiation therapy is a cancer treatment. It uses high doses of radiation to kill cancer cells and stop them from spreading. About half of all cancer patients receive it. The radiation may be external; from special machines; or internal; from radioactive substances that a doctor places inside your body. The type of radiation therapy you receive depends on many factors; including
Radiation Therapy,https://medlineplus.gov/radiationtherapy.html,Radiation therapy is a cancer treatment. It uses high doses of radiation to kill cancer cells and stop them from spreading. About half of all cancer patients receive it. The radiation may be external; from special machines; or internal; from radioactive substances that a doctor places inside your body. The type of radiation therapy you receive depends on many factors; including
Radon,https://medlineplus.gov/radon.html,You can't see radon. And you can't smell it or taste it. But it may be a problem in your home. Radon comes from the natural breakdown of uranium in soil; rock; and water. Radon is the second leading cause of lung cancer in the United States.
Sexual Assault,https://medlineplus.gov/sexualassault.html,Sexual assault is any sexual activity to which you haven't freely given your consent. This includes completed or attempted sex acts that are against your will. Sometimes it can involve a victim who is unable to consent. It also includes abusive sexual contact.  It can happen to men; women or children.
Rare Diseases,https://medlineplus.gov/rarediseases.html,A rare disease is one that affects fewer than 200;000 people in the United States. There are nearly 7;000 rare diseases. More than 25 million Americans have one.
Rashes,https://medlineplus.gov/rashes.html,A rash is an area of irritated or swollen skin. Many rashes are itchy; red; painful; and irritated. Some rashes can also lead to blisters or patches of raw skin.  Rashes are a symptom of many different medical problems. Other causes include irritating substances and allergies. Certain genes can make people more likely to get rashes.
Raynaud's Disease,https://medlineplus.gov/raynaudsdisease.html,Raynaud's disease is a rare disorder of the blood vessels; usually in the fingers and toes.  It causes the blood vessels to narrow when you are cold or feeling stressed. When this happens; blood can't get to the surface of the skin and the affected areas turn white and blue. When the blood flow returns; the skin turns red and throbs or tingles. In severe cases; loss of blood flow can cause sores or tissue death.
Infectious Arthritis,https://medlineplus.gov/infectiousarthritis.html,Most kinds of arthritis cause pain and swelling in your joints. Joints are places where two bones meet; such as your elbow or knee.  Infectious arthritis is an infection in the joint. The infection comes from a bacterial; viral; or fungal infection that spreads from another part of the body.  Symptoms of infectious arthritis include
Learning Disorders,https://medlineplus.gov/learningdisorders.html,Learning disorders affect how a person understands; remembers and responds to new information. People with learning disorders may have problems
Sports Safety,https://medlineplus.gov/sportssafety.html,Playing sports can be fun; but it can also be dangerous if you are not careful. You can help prevent injuries by
Water Safety (Recreational),https://medlineplus.gov/watersafetyrecreational.html,Playing in the water - whether swimming; boating or diving - can be fun. It can also be dangerous; especially for children. Being safe can help prevent injuries and drowning. To stay safe in the water
Gastrointestinal Bleeding,https://medlineplus.gov/gastrointestinalbleeding.html,Your digestive or gastrointestinal (GI) tract includes the esophagus; stomach; small intestine; large intestine or colon; rectum; and anus. Bleeding can come from any of these areas. The amount of bleeding can be so small that only a lab test can find it.
Colorectal Cancer,https://medlineplus.gov/colorectalcancer.html,The colon and rectum are part of the large intestine. Colorectal cancer occurs when tumors form in the lining of the large intestine. It is common in both men and women. The risk of developing colorectal cancer rises after age 50. You're also more likely to get it if you have colorectal polyps; a family history of colorectal cancer; ulcerative colitis or Crohn's disease; eat a diet high in fat; or smoke.
Rectal Disorders,https://medlineplus.gov/rectaldisorders.html,The rectum is the lower part of your large intestine where your body stores stool. Problems with rectum are common. They include hemorrhoids; abscesses; incontinence and cancer.
Rectal Disorders,https://medlineplus.gov/rectaldisorders.html,The rectum is the lower part of your large intestine where your body stores stool. Problems with rectum are common. They include hemorrhoids; abscesses; incontinence and cancer.
Complex Regional Pain Syndrome,https://medlineplus.gov/complexregionalpainsyndrome.html,Complex regional pain syndrome (CRPS) is a chronic pain condition. It causes intense pain; usually in the arms; hands; legs; or feet. It may happen after an injury; either to a nerve or to tissue in the affected area. Rest and time may only make it worse.
Reflux in Children,https://medlineplus.gov/refluxinchildren.html,The esophagus is the tube that carries food from your mouth to your stomach. If your child has reflux; his or her stomach contents come back up into the esophagus. Another name for reflux is gastroesophageal reflux (GER).
Reflux in Infants,https://medlineplus.gov/refluxininfants.html,The esophagus is the tube that carries food from your mouth to your stomach. If your baby has reflux; his or her stomach contents come back up into the esophagus. Another name for reflux is gastroesophageal reflux (GER).
Refractive Errors,https://medlineplus.gov/refractiveerrors.html,The cornea and lens of your eye helps you focus.  Refractive errors are vision problems that happen when the shape of the eye keeps you from focusing well. The cause could be the length of the eyeball (longer or shorter); changes in the shape of the cornea; or aging of the lens.
Crohn's Disease,https://medlineplus.gov/crohnsdisease.html,Crohn's disease causes inflammation of the digestive system.  It is one of a group of diseases called inflammatory bowel disease. Crohn's can affect any area from the mouth to the anus. It often affects the lower part of the small intestine called the ileum.
Crohn's Disease,https://medlineplus.gov/crohnsdisease.html,Crohn's disease causes inflammation of the digestive system.  It is one of a group of diseases called inflammatory bowel disease. Crohn's can affect any area from the mouth to the anus. It often affects the lower part of the small intestine called the ileum.
Rehabilitation,https://medlineplus.gov/rehabilitation.html,After a serious injury; illness or surgery; you may recover slowly. You may need to regain your strength; relearn skills or find new ways of doing things you did before. This process is rehabilitation.
Infectious Arthritis,https://medlineplus.gov/infectiousarthritis.html,Most kinds of arthritis cause pain and swelling in your joints. Joints are places where two bones meet; such as your elbow or knee.  Infectious arthritis is an infection in the joint. The infection comes from a bacterial; viral; or fungal infection that spreads from another part of the body.  Symptoms of infectious arthritis include
Kidney Cancer,https://medlineplus.gov/kidneycancer.html,You have two kidneys. They are fist-sized organs on either side of your backbone above your waist. The tubes inside filter and clean your blood; taking out waste products and making urine.  Kidney cancer forms in the lining of tiny tubes inside your kidneys.
Dialysis,https://medlineplus.gov/dialysis.html,When your kidneys are healthy; they clean your blood. They also make hormones that keep your bones strong and your blood healthy. When your kidneys fail; you need treatment to replace the work your kidneys used to do. Unless you have a kidney transplant; you will need a treatment called dialysis.
Kidney Diseases,https://medlineplus.gov/kidneydiseases.html,You have two kidneys; each about the size of your fist. They are near the middle of your back; just below the rib cage. Inside each kidney there are about a million tiny structures called nephrons. They filter your blood. They remove wastes and extra water; which become urine.  The urine flows through tubes called ureters. It goes to your bladder; which stores the urine until you go to the bathroom.
Kidney Failure,https://medlineplus.gov/kidneyfailure.html,Healthy kidneys clean your blood by removing excess fluid; minerals; and wastes. They also make hormones that keep your bones strong and your blood healthy. But if the kidneys are damaged; they don't work properly. Harmful wastes can build up in your body. Your blood pressure may rise. Your body may retain excess fluid and not make enough red blood cells. This is called kidney failure.
Kidney Transplantation,https://medlineplus.gov/kidneytransplantation.html,A kidney transplant is an operation that places a healthy kidney in your body. The transplanted kidney takes over the work of the two kidneys that failed; so you no longer need dialysis.
Ergonomics,https://medlineplus.gov/ergonomics.html,Ergonomics looks at what kind of work you do; what tools you use and your whole job environment.  The aim is to find the best fit between you and your job conditions. Examples of ergonomic changes to your work might include
Reproductive Hazards,https://medlineplus.gov/reproductivehazards.html,Both the male and female reproductive systems play a role in pregnancy.  Problems with these systems can affect fertility and the ability to have children.  Something that affects reproductive health is called a reproductive hazard. Examples include:
Assisted Living,https://medlineplus.gov/assistedliving.html,Assisted living is for adults who need help with everyday tasks. They may need help with dressing; bathing; eating; or using the bathroom; but they don't need full-time nursing care. Some assisted living facilities are part of retirement communities. Others are near nursing homes; so a person can move easily if needs change.
Lung Diseases,https://medlineplus.gov/lungdiseases.html,When you breathe; your lungs take in oxygen from the air and deliver it to the bloodstream. The cells in your body need oxygen to work and grow.  During a normal day; you breathe nearly 25;000 times. People with lung disease have difficulty breathing. Millions of people in the U.S. have lung disease. If all types of lung disease are lumped together; it is the number three killer in the United States.
Respiratory Failure,https://medlineplus.gov/respiratoryfailure.html,Respiratory failure happens when not enough oxygen passes from your lungs into your blood. Your body's organs; such as your heart and brain; need oxygen-rich blood to work well. Respiratory failure also can happen if your lungs can't remove carbon dioxide (a waste gas) from your blood. Too much carbon dioxide in your blood can harm your body's organs.
Respiratory Syncytial Virus Infections,https://medlineplus.gov/respiratorysyncytialvirusinfections.html,Respiratory syncytial virus (RSV) causes mild; cold-like symptoms in adults and older healthy children. It can cause serious problems in young babies; including pneumonia and severe breathing problems. Premature babies and those with other health problems have the highest risk. A child with RSV may have a fever; stuffy nose; cough; and trouble breathing. Lab tests can tell if your child has the virus. There is no specific treatment. You should give your child fluids to prevent dehydration. If needed; you can also give a pain reliever (not aspirin) for fever and headache.
Restless Legs,https://medlineplus.gov/restlesslegs.html,Restless legs syndrome (RLS) causes a powerful urge to move your legs. Your legs become uncomfortable when you are lying down or sitting. Some people describe it as a creeping; crawling; tingling; or burning sensation. Moving makes your legs feel better; but not for long. RLS can make it hard to fall asleep and stay asleep.
Advance Directives,https://medlineplus.gov/advancedirectives.html,What kind of medical care would you want if you were too ill or hurt to express your wishes? Advance directives are legal documents that allow you to spell out your decisions about end-of-life care ahead of time. They give you a way to tell your wishes to family; friends; and health care professionals and to avoid confusion later on.
Retinal Detachment,https://medlineplus.gov/retinaldetachment.html,The retina is a layer of tissue in the back of your eye that senses light and sends images to your brain. It provides the sharp; central vision needed for reading; driving; and seeing fine detail. A retinal detachment lifts or pulls the retina from its normal position.  It can occur at any age; but it is more common in people over age 40. It affects men more than women and whites more than African Americans. A retinal detachment is also more likely to occur in people who
Retinal Disorders,https://medlineplus.gov/retinaldisorders.html,The retina is a layer of tissue in the back of your eye that senses light and sends images to your brain. In the center of this nerve tissue is the macula. It provides the sharp; central vision needed for reading; driving and seeing fine detail.
Eye Cancer,https://medlineplus.gov/eyecancer.html,Cancer of the eye is uncommon. It can affect the outer parts of the eye; such as the eyelid; which are made up of muscles; skin and nerves. If the cancer starts inside the eyeball it's called intraocular cancer. The most common intraocular cancers in adults are melanoma and lymphoma. The most common eye cancer in children is retinoblastoma; which starts in the cells of the retina.  Cancer can also spread to the eye from other parts of the body.
Vitamin A,https://medlineplus.gov/vitamina.html,Vitamins are substances that your body needs to grow and develop normally. Vitamin A plays a role in your
Rett Syndrome,https://medlineplus.gov/rettsyndrome.html,Rett syndrome is a rare genetic disease that causes developmental and nervous system problems; mostly in girls.  It's related to autism spectrum disorder. Babies with Rett syndrome seem to grow and develop normally at first. Between 3 months and 3 years of age; though; they stop developing and even lose some skills. Symptoms include
Reye Syndrome,https://medlineplus.gov/reyesyndrome.html,Reye syndrome is a rare illness that can affect the blood; liver; and brain of someone who has recently had a viral infection. It always follows another illness. Although it mostly affects children and teens; anyone can get it. It can develop quickly and without warning. It is most common during flu season. Symptoms include
Rh Incompatibility,https://medlineplus.gov/rhincompatibility.html,There are four major blood types: A; B; O; and AB. The types are based on substances on the surface of the blood cells. Another blood type is called Rh. Rh factor is a protein on red blood cells.  Most people are Rh-positive; they have Rh factor.  Rh-negative people don't have it.  Rh factor is inherited though genes.
Muscle Disorders,https://medlineplus.gov/muscledisorders.html,Your muscles help you move and help your body work. Different types of muscles have different jobs. There are many problems that can affect muscles. Muscle disorders can cause weakness; pain or even paralysis.
Soft Tissue Sarcoma,https://medlineplus.gov/softtissuesarcoma.html,Your soft tissues connect; support; or surround other tissues. Examples include your muscles; tendons; fat; and blood vessels. Soft tissue sarcoma is a cancer of these soft tissues. There are many kinds; based on the type of tissue they started in. They may cause a lump or swelling in the soft tissue. Sometimes they spread and can press on nerves and organs; causing problems such as pain or trouble breathing.
Streptococcal Infections,https://medlineplus.gov/streptococcalinfections.html,Strep is short for Streptococcus; a type of bacteria.   There are two types: group A and group B.
Rheumatoid Arthritis,https://medlineplus.gov/rheumatoidarthritis.html,Rheumatoid arthritis (RA) is a form of arthritis that causes pain; swelling; stiffness and loss of function in your joints. It can affect any joint but is common in the wrist and fingers.
Ankylosing Spondylitis,https://medlineplus.gov/ankylosingspondylitis.html,Ankylosing spondylitis is a type of arthritis of the spine. It causes inflammation between your vertebrae; which are the bones that make up your spine; and in the joints between your spine and pelvis. In some people; it can affect other joints.
Chest Injuries and Disorders,https://medlineplus.gov/chestinjuriesanddisorders.html,The chest is the part of the body between your neck and your abdomen.  It includes the ribs and breastbone.  Inside your chest are several organs; including the heart; lungs; and esophagus. The pleura; a large thin sheet of tissue; lines the inside of the chest cavity.
B Vitamins,https://medlineplus.gov/bvitamins.html,The B vitamins are
Rickets,https://medlineplus.gov/rickets.html,Rickets causes soft; weak bones in children. It usually occurs when they do not get enough vitamin D; which helps growing bones absorb the minerals calcium and phosphorous. It can also happen when calcium or phosphorus levels are too low.
Tinea Infections,https://medlineplus.gov/tineainfections.html,Tinea is the name of a group of diseases caused by a fungus.  Types of tinea include ringworm; athlete's foot and jock itch. These infections are usually not serious; but they can be uncomfortable. You can get them by touching an infected person; from damp surfaces such as shower floors; or even from a pet.
Restless Legs,https://medlineplus.gov/restlesslegs.html,Restless legs syndrome (RLS) causes a powerful urge to move your legs. Your legs become uncomfortable when you are lying down or sitting. Some people describe it as a creeping; crawling; tingling; or burning sensation. Moving makes your legs feel better; but not for long. RLS can make it hard to fall asleep and stay asleep.
Tick Bites,https://medlineplus.gov/tickbites.html,If you spend time outdoors or have pets that go outdoors; you need to beware of ticks. Ticks are small bloodsucking parasites. Many species transmit diseases to animals and people. Some of the diseases you can get from a tick bite are Lyme disease; ehrlichiosis; Rocky Mountain spotted fever and tularemia.
Pesticides,https://medlineplus.gov/pesticides.html,Pests live where they are not wanted or cause harm to crops; people; or animals. Pesticides can help get rid of them. Pesticides are not just insect killers. They also include chemicals to control weeds; rodents; mildew; germs; and more. Many household products contain pesticides.
X-Rays,https://medlineplus.gov/xrays.html,X-rays are a type of radiation called electromagnetic waves. X-ray imaging creates pictures of the inside of your body. The images show the parts of your body in different shades of black and white. This is because different tissues absorb different amounts of radiation. Calcium in bones absorbs x-rays the most; so bones look white. Fat and other soft tissues absorb less; and look gray. Air absorbs the least; so lungs look black.
Club Drugs,https://medlineplus.gov/clubdrugs.html,Club drugs are group of psychoactive drugs.  They act on the central nervous system and can cause changes in mood; awareness; and how you act. These drugs are often abused by young adults at all-night dance parties; dance clubs; and bars. They include
Tooth Disorders,https://medlineplus.gov/toothdisorders.html,Your teeth are made of a hard; bonelike material. Inside the tooth are nerves and blood vessels. You need your teeth for many activities you may take for granted. These include eating; speaking and even smiling. But tooth disorders are nothing to smile about.  They include problems such as cavities (also known as tooth decay); infections; and injuries.
Rosacea,https://medlineplus.gov/rosacea.html,Rosacea is a long-term disease that affects your skin and sometimes your eyes. It causes redness and pimples. Rosacea is most common in women and people with fair skin. It most often affects middle-aged and older adults.
Viral Infections,https://medlineplus.gov/viralinfections.html,Viruses are very tiny germs. They are made of genetic material inside of a protein coating. Viruses cause familiar infectious diseases such as the common cold; flu and warts. They also cause severe illnesses such as HIV/AIDS; smallpox; and Ebola.
Rotator Cuff Injuries,https://medlineplus.gov/rotatorcuffinjuries.html,Your rotator cuff is located in your shoulder area. It is made of muscles and tendons. It helps your shoulder to move and stay stable. Problems with the rotator cuff are common. They include tendinitis; bursitis; and injuries such as tears.
Rotavirus Infections,https://medlineplus.gov/rotavirusinfections.html,Rotavirus is a virus that causes gastroenteritis. Symptoms include severe diarrhea; vomiting; fever; and dehydration. Almost all children in the U.S. are likely to be infected with rotavirus before their 5th birthday.
Respiratory Syncytial Virus Infections,https://medlineplus.gov/respiratorysyncytialvirusinfections.html,Respiratory syncytial virus (RSV) causes mild; cold-like symptoms in adults and older healthy children. It can cause serious problems in young babies; including pneumonia and severe breathing problems. Premature babies and those with other health problems have the highest risk. A child with RSV may have a fever; stuffy nose; cough; and trouble breathing. Lab tests can tell if your child has the virus. There is no specific treatment. You should give your child fluids to prevent dehydration. If needed; you can also give a pain reliever (not aspirin) for fever and headache.
Rubella,https://medlineplus.gov/rubella.html,Rubella is an infection caused by a virus. It is usually mild with fever and a rash. About half of the people who get rubella do not have symptoms. If you do get them; symptoms may include
Measles,https://medlineplus.gov/measles.html,Measles is an infectious disease caused by a virus. It spreads easily from person to person. It causes a blotchy red rash. The rash often starts on the head and moves down the body. Other symptoms include
Homeless Health Concerns,https://medlineplus.gov/homelesshealthconcerns.html,Poor health can contribute to being homeless; and being homeless can lead to poor health. Limited access to health care can make it worse. That's why the health of homeless people in the United States is worse than that of the general population. Common health problems include
Herniated Disk,https://medlineplus.gov/herniateddisk.html,Your backbone; or spine; is made up of 26 bones called vertebrae. In between them are soft disks filled with a jelly-like substance. These disks cushion the vertebrae and keep them in place. As you age; the disks break down or degenerate. As they do; they lose their cushioning ability. This can lead to pain if the back is stressed.
Rural Health Concerns,https://medlineplus.gov/ruralhealthconcerns.html,People in rural areas face some different health issues than people who live in towns and cities. Getting health care can be a problem when you live in a remote area.  You might not be able to get to a hospital quickly in an emergency.  You also might not want to travel long distances to get routine checkups and screenings. Rural areas often have fewer doctors and dentists; and certain specialists might not be available at all.
Seasonal Affective Disorder,https://medlineplus.gov/seasonalaffectivedisorder.html,Seasonal affective disorder (SAD) is a type of depression that comes and goes with the seasons. It usually starts in the late fall and early winter and goes away during the spring and summer. Some people do have episodes of depression that start in the spring or summer; but that is a lot less common. Symptoms of SAD may include
Safety,https://medlineplus.gov/safety.html,You can't remove all the safety hazards from your life; but you can reduce them. To avoid many major hazards and prepare for emergencies
Child Safety,https://medlineplus.gov/childsafety.html,As parents; we want to keep our children safe from harm. Take steps to keep your children safe:
Salivary Gland Cancer,https://medlineplus.gov/salivaryglandcancer.html,Your salivary glands make saliva - sometimes called spit - and empty it into your mouth through openings called ducts. Saliva makes your food moist; which helps you chew and swallow. It helps you digest your food. It also cleans your mouth and contains antibodies that can kill germs.
Salivary Gland Disorders,https://medlineplus.gov/salivaryglanddisorders.html,Your salivary glands are in your mouth. You have three pairs of major salivary glands and hundreds of small (minor) glands. They make saliva (spit) and empty it into your mouth through openings called ducts. Saliva makes your food moist; which helps you chew and swallow. It helps you digest your food. It also cleans your mouth and contains antibodies that can kill germs.
Salmonella Infections,https://medlineplus.gov/salmonellainfections.html,Salmonella is the name of a group of bacteria. In the United States; it is a common cause of foodborne illness.  Salmonella occurs in raw poultry; eggs; beef; and sometimes on unwashed fruit and vegetables. You also can get infected after handling pets; especially reptiles like snakes; turtles; and lizards.
Sodium,https://medlineplus.gov/sodium.html,Table salt is a combination of two minerals - sodium and chloride Your body needs some sodium to work properly. It helps with the function of nerves and muscles. It also helps to keep the right balance of fluids in your body. Your kidneys control how much sodium is in your body. If you have too much and your kidneys can't get rid it; sodium builds up in your blood. This can lead to high blood pressure. High blood pressure can lead to other health problems.
Sarcoidosis,https://medlineplus.gov/sarcoidosis.html,Sarcoidosis is a disease that leads to inflammation; usually in your lungs; skin; or lymph nodes. It starts as tiny; grain-like lumps; called granulomas. Sarcoidosis can affect any organ in your body.
Bone Cancer,https://medlineplus.gov/bonecancer.html,Cancer that starts in a bone is uncommon.  Cancer that has spread to the bone from another part of the body is more common.
Soft Tissue Sarcoma,https://medlineplus.gov/softtissuesarcoma.html,Your soft tissues connect; support; or surround other tissues. Examples include your muscles; tendons; fat; and blood vessels. Soft tissue sarcoma is a cancer of these soft tissues. There are many kinds; based on the type of tissue they started in. They may cause a lump or swelling in the soft tissue. Sometimes they spread and can press on nerves and organs; causing problems such as pain or trouble breathing.
Coronavirus Infections,https://medlineplus.gov/coronavirusinfections.html,Coronaviruses are common viruses that most people get some time in their life. They are common throughout the world; and they can infect people and animals. Several different coronaviruses can infect people and make them sick. They usually cause mild to moderate upper-respiratory illness. But; some coronaviruses can cause severe illness.
Cardiac Arrest,https://medlineplus.gov/cardiacarrest.html,The heart has an internal electrical system that controls the rhythm of the heartbeat. Problems can cause abnormal heart rhythms; called arrhythmias. There are many types of arrhythmia. During an arrhythmia; the heart can beat too fast; too slow; or it can stop beating. Sudden cardiac arrest (SCA) occurs when the heart develops an arrhythmia that causes it to stop beating. This is different than a heart attack; where the heart usually continues to beat but blood flow to the heart is blocked.
Scabies,https://medlineplus.gov/scabies.html,Scabies is an itchy skin condition caused by the microscopic mite Sarcoptes scabei. It is common all over the world; and can affect anyone. Scabies spreads quickly in crowded conditions where there is frequent skin-to-skin contact between people. Hospitals; child-care centers; and nursing homes are examples. Scabies can easily infect sex partners and other household members. Sharing clothes; towels; and bedding can sometimes spread scabies.  This can happen much more easily when the infested person has crusted scabies. You cannot get scabies from a pet. Pets get a different mite infection called mange.
Shoulder Injuries and Disorders,https://medlineplus.gov/shoulderinjuriesanddisorders.html,Your shoulder joint is composed of three bones: the clavicle (collarbone); the scapula (shoulder blade); and the humerus (upper arm bone). Your shoulders are the most movable joints in your body. They can also be unstable because the ball of the upper arm is larger than the shoulder socket that holds it. To remain in a stable or normal position; the shoulder must be anchored by muscles; tendons; and ligaments.
Streptococcal Infections,https://medlineplus.gov/streptococcalinfections.html,Strep is short for Streptococcus; a type of bacteria.   There are two types: group A and group B.
Scars,https://medlineplus.gov/scars.html,A scar is a permanent patch of skin that grows over a wound. It forms when your body heals itself after a cut; scrape; burn; or sore. You can also get scars from surgery that cuts through the skin; infections like chickenpox; or skin conditions like acne. Scars are often thicker; as well as pinker; redder; or shinier; than the rest of your skin.
